ticket_id,product,priority,status,short_description,description,closed_notes
TKT-01176,Outlook,P4,Closed,Experiencing lag issue with Outlook,Experiencing lag issue with Outlook. This is impacting daily workflow.,Resolved by resetting lag. User confirmed resolved.
TKT-01177,Smartsheet,P4,Closed,Request to reset account for user account,Request to reset account for user account. User reports login expired affecting productivity.,Deployed fix. Issue no longer occurring.
TKT-01178,Email,P3,Closed,Request access to denied in Email,Request access to denied in Email. User has tried clearing cache without success.,Resolved by reconfiguring denied. User confirmed resolved.
TKT-01179,OneDrive,P1,Closed,Need help with unlock locked,Need help with unlock locked. This is impacting daily workflow.,Deployed fix. Issue no longer occurring.
TKT-01180,Email,P1,Closed,analytics not share correctly,analytics not share correctly. User reports export incomplete affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-01181,Smartsheet,P1,Closed,Cannot create dataset from Smartsheet,Cannot create dataset from Smartsheet. User has tried updating without success.,Applied update. Issue no longer occurring.
TKT-01182,Smartsheet,P4,Closed,Need to activate version for Smartsheet,Need to activate version for Smartsheet. This is impacting team collaboration.,Resolved by resetting version. User confirmed working.
TKT-01183,PowerBI,P2,Closed,Cannot connect due to VPN error,Cannot connect due to VPN error. User has tried clearing cache without success.,Deployed patch. Issue no longer occurring.
TKT-01184,Email,P4,Closed,User unable to authenticate due to failure reset,User unable to authenticate due to failure reset. User has tried restarting without success.,Escalated to tier 2. Resolution: two-factor replaced.
TKT-01185,Outlook,P4,Closed,meeting not send properly,meeting not send properly. This is impacting daily workflow.,Corrected delegate display. Tested successfully with user.
TKT-01186,PowerBI,P2,Closed,PowerBI timeout and performance,PowerBI timeout and performance. User reports loading performance affecting productivity.,Escalated to tier 2. Resolution: unresponsive replaced.
TKT-01187,SharePoint,P3,Closed,Request to login locked for user account,Request to login locked for user account. This is impacting project deadlines.,Deployed configuration change. Issue no longer occurring.
TKT-01188,Outlook,P4,Closed,charger failure preventing work,charger failure preventing work. Error occurs when attempting to responding. keyboard and device also affected.,Corrected charger damaged. Tested successfully with user.
TKT-01189,SharePoint,P1,Closed,VPN blocked affecting SharePoint access,VPN blocked affecting SharePoint access. This is impacting daily workflow.,Resolved offline unstable. Tested successfully with user.
TKT-01190,PowerBI,P1,Closed,Unable to share access in PowerBI,Unable to share access in PowerBI. User reports share denied affecting productivity.,Resolved by reconfiguring access. User confirmed resolved.
TKT-01191,Excel,P2,Closed,document failure when trying to access,document failure when trying to access. User has tried reinstalling without success.,Corrected document missing. Tested successfully with user.
TKT-01192,OneDrive,P1,Closed,sync missing when trying to access,sync missing when trying to access. Error occurs when attempting to share. share also affected.,Implemented fix. Issue no longer occurring.
TKT-01193,Email,P1,Closed,collaborate missing when trying to move,collaborate missing when trying to move. User reports download corrupted affecting productivity.,Escalated to vendor support. Resolution: collaborate updated.
TKT-01194,PowerBI,P2,Closed,Unable to access denied in PowerBI,Unable to access denied in PowerBI. This is impacting project deadlines.,Resolved by reinstalling denied. User confirmed resolved.
TKT-01195,PowerBI,P4,Closed,User unable to authenticate due to problem expired,User unable to authenticate due to problem expired. User reports unlock problem affecting productivity.,Escalated to tier 2. Resolution: two-factor updated.
TKT-01196,Teams,P2,Closed,Issue with send loading,Issue with send loading. This is impacting client communication.,Resolved by reconfiguring send. User confirmed working.
TKT-01197,PowerBI,P3,Closed,Permission denied when download permission,Permission denied when download permission. This is impacting daily workflow.,Escalated to tier 2. Resolution: sync replaced.
TKT-01198,PowerBI,P2,Closed,Cannot access sync in PowerBI,Cannot access sync in PowerBI. User has tried clearing cache without success.,Applied patch. Issue no longer occurring.
TKT-01199,Outlook,P3,Closed,error during installation process,error during installation process. Error occurs when attempting to update.  also affected.,Resolved by reinstalling installation. User confirmed resolved.
TKT-01200,PowerBI,P4,Closed,firewall failure affecting PowerBI access,firewall failure affecting PowerBI access. User reports VPN failure affecting productivity.,Escalated to vendor support. Resolution: timeout updated.
TKT-01201,Smartsheet,P3,Closed,Issue with send loading,Issue with send loading. This is impacting team collaboration.,Resolved inbox synchronization. Tested successfully with user.
TKT-01202,PowerBI,P3,Closed,User unable to reset due to problem password,User unable to reset due to problem password. User has tried updating without success.,Resolved by resetting password. User confirmed fixed.
TKT-01203,Outlook,P2,Closed,Request access to folder in Outlook,Request access to folder in Outlook. This is impacting team collaboration.,Fixed access error. Tested successfully with user.
TKT-01204,PowerBI,P4,Closed,network blocked affecting PowerBI access,network blocked affecting PowerBI access. User has tried reinstalling without success.,Escalated to specialist team. Resolution: firewall reconfigured.
TKT-01205,PowerBI,P2,Closed,Cannot receive out-of-office in PowerBI,Cannot receive out-of-office in PowerBI. User has tried updating without success.,Resolved by reconfiguring out-of-office. User confirmed fixed.
TKT-01206,Excel,P1,Closed,collaborate corrupted when trying to download,collaborate corrupted when trying to download. This is impacting team collaboration.,Resolved by reinstalling collaborate. User confirmed resolved.
TKT-01207,SharePoint,P1,Closed,Issue with out-of-office delivery,Issue with out-of-office delivery. Error occurs when attempting to forward. appointment and receive also affected.,Deployed patch. Issue no longer occurring.
TKT-01208,PowerBI,P3,Closed,Unable to delete access in PowerBI,Unable to delete access in PowerBI. User reports file error affecting productivity.,Escalated to tier 2. Resolution: denied replaced.
TKT-01209,SharePoint,P3,Closed,dashboard not update correctly,dashboard not update correctly. Error occurs when attempting to share. chart and report also affected.,Resolved by resetting dashboard. User confirmed fixed.
TKT-01210,SharePoint,P2,Closed,permission denied when trying to upload,permission denied when trying to upload. Error occurs when attempting to delete. file also affected.,Fixed upload missing. Tested successfully with user.
TKT-01211,OneDrive,P3,Closed,Permission denied when move collaborate,Permission denied when move collaborate. User has tried reinstalling without success.,Resolved by reconfiguring collaborate. User confirmed fixed.
TKT-01212,Outlook,P2,Closed,Need assistance with out-of-office view,Need assistance with out-of-office view. Error occurs when attempting to receive. email and delegate also affected.,Escalated to specialist team. Resolution: send replaced.
TKT-01213,OneDrive,P1,Closed,Need assistance with inbox forward,Need assistance with inbox forward. Error occurs when attempting to delete. appointment also affected.,Deployed fix. Issue no longer occurring.
TKT-01214,PowerBI,P2,Closed,install issue when attempting install,install issue when attempting install. Error occurs when attempting to deploy. license also affected.,Deployed update. Issue no longer occurring.
TKT-01215,SharePoint,P2,Closed,SharePoint freeze when saving,SharePoint freeze when saving. This is impacting daily workflow.,Resolved by resetting freeze. User confirmed resolved.
TKT-01216,Excel,P4,Closed,Experiencing hang performance with Excel,Experiencing hang performance with Excel. This is impacting client communication.,Corrected lag performance. Tested successfully with user.
TKT-01217,Outlook,P3,Closed,error during license process,error during license process. User reports version error affecting productivity.,Resolved by resetting license. User confirmed working.
TKT-01218,Smartsheet,P3,Closed,Need replacement printer,Need replacement printer. Error occurs when attempting to functioning. laptop also affected.,Corrected charger broken. Tested successfully with user.
TKT-01219,PowerBI,P2,Closed,PowerBI loading and issue,PowerBI loading and issue. User has tried restarting without success.,Deployed fix. Issue no longer occurring.
TKT-01220,PowerBI,P4,Closed,offline unstable affecting PowerBI access,offline unstable affecting PowerBI access. User has tried updating without success.,Resolved by reconfiguring offline. User confirmed working.
TKT-01221,Smartsheet,P1,Closed,User unable to reset due to failure login,User unable to reset due to failure login. This is impacting project deadlines.,Resolved by reinstalling login. User confirmed resolved.
TKT-01222,Email,P4,Closed,visualization error in Email,visualization error in Email. This is impacting project deadlines.,Resolved by resetting visualization. User confirmed resolved.
TKT-01223,Smartsheet,P1,Closed,analytics incomplete in Smartsheet,analytics incomplete in Smartsheet. User has tried updating without success.,Corrected query incorrect. Tested successfully with user.
TKT-01224,Outlook,P3,Closed,authentication failure preventing access to Outlook,authentication failure preventing access to Outlook. User reports password issue affecting productivity.,Deployed update. Issue no longer occurring.
TKT-01225,Teams,P2,Closed,expired expired preventing access to Teams,expired expired preventing access to Teams. Error occurs when attempting to reset. authentication and two-factor also affected.,Implemented update. Issue no longer occurring.
TKT-01226,Excel,P2,Closed,upload denied when trying to download,upload denied when trying to download. User reports collaborate denied affecting productivity.,Resolved by updating upload. User confirmed working.
TKT-01227,Outlook,P4,Closed,error during update process,error during update process. Error occurs when attempting to deploy. application and software also affected.,Escalated to vendor support. Resolution: installation reconfigured.
TKT-01228,OneDrive,P4,Closed,version issue when attempting deploy,version issue when attempting deploy. User has tried reinstalling without success.,Escalated to specialist team. Resolution: license reconfigured.
TKT-01229,PowerBI,P4,Closed,Issue with send permissions,Issue with send permissions. This is impacting client communication.,Resolved by reconfiguring send. User confirmed fixed.
TKT-01230,OneDrive,P1,Closed,Experiencing delay problem with OneDrive,Experiencing delay problem with OneDrive. User has tried clearing cache without success.,Implemented fix. Issue no longer occurring.
TKT-01231,PowerBI,P2,Closed,Cannot access out-of-office in PowerBI,Cannot access out-of-office in PowerBI. Error occurs when attempting to receive. sync also affected.,Escalated to vendor support. Resolution: send updated.
TKT-01232,PowerBI,P1,Closed,Request to login account for user account,Request to login account for user account. User reports two-factor locked affecting productivity.,Applied patch. Issue no longer occurring.
TKT-01233,Outlook,P1,Closed,dock not working properly,dock not working properly. User reports monitor defective affecting productivity.,Escalated to specialist team. Resolution: laptop updated.
TKT-01234,OneDrive,P3,Closed,Cannot forward email in OneDrive,Cannot forward email in OneDrive. User has tried clearing cache without success.,Resolved by resetting email. User confirmed resolved.
TKT-01235,SharePoint,P2,Closed,failure during update process,failure during update process. This is impacting team collaboration.,Applied patch. Issue no longer occurring.
TKT-01236,SharePoint,P2,Closed,Request to authenticate locked for user account,Request to authenticate locked for user account. Error occurs when attempting to login. password and authentication also affected.,Applied patch. Issue no longer occurring.
TKT-01237,Email,P2,Closed,filter not export correctly,filter not export correctly. User has tried clearing cache without success.,Deployed configuration change. Issue no longer occurring.
TKT-01238,PowerBI,P2,Closed,User unable to authenticate due to expired two-factor,User unable to authenticate due to expired two-factor. This is impacting daily workflow.,Resolved by resetting two-factor. User confirmed resolved.
TKT-01239,Email,P1,Closed,Cannot refresh filter from Email,Cannot refresh filter from Email. This is impacting team collaboration.,Escalated to vendor support. Resolution: dashboard reconfigured.
TKT-01240,SharePoint,P2,Closed,receive not send properly,receive not send properly. User reports inbox loading affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-01241,Email,P1,Closed,Request update install assistance,Request update install assistance. Error occurs when attempting to update. install and activation also affected.,Resolved patch issue. Tested successfully with user.
TKT-01242,SharePoint,P1,Closed,Request help for SharePoint manage,Request help for SharePoint manage. Error occurs when attempting to customize. guide and training and instruction also affected.,Escalated to tier 2. Resolution: training replaced.
TKT-01243,PowerBI,P2,Closed,Unable to download share in PowerBI,Unable to download share in PowerBI. User reports collaborate error affecting productivity.,Resolved by reinstalling share. User confirmed resolved.
TKT-01244,Outlook,P1,Closed,Request access to folder in Outlook,Request access to folder in Outlook. User has tried clearing cache without success.,Escalated to tier 2. Resolution: access updated.
TKT-01245,OneDrive,P3,Closed,out-of-office not forward properly,out-of-office not forward properly. User has tried reinstalling without success.,Escalated to vendor support. Resolution: meeting updated.
TKT-01246,Teams,P4,Closed,Need replacement keyboard,Need replacement keyboard. This is impacting project deadlines.,Resolved by updating keyboard. User confirmed fixed.
TKT-01247,OneDrive,P2,Closed,Need to configure version for OneDrive,Need to configure version for OneDrive. This is impacting project deadlines.,Deployed update. Issue no longer occurring.
TKT-01248,Teams,P1,Closed,Teams hang when loading,Teams hang when loading. Error occurs when attempting to loading. unresponsive also affected.,Fixed delay problem. Tested successfully with user.
TKT-01249,Excel,P4,Closed,Need to configure installation for Excel,Need to configure installation for Excel. Error occurs when attempting to configure. update and upgrade also affected.,Escalated to vendor support. Resolution: upgrade replaced.
TKT-01250,OneDrive,P3,Closed,Permission denied when share collaborate,Permission denied when share collaborate. User has tried clearing cache without success.,Resolved by updating collaborate. User confirmed fixed.
TKT-01251,Teams,P3,Closed,monitor not connecting properly,monitor not connecting properly. User reports keyboard damaged affecting productivity.,Resolved hardware broken. Tested successfully with user.
TKT-01252,Outlook,P2,Closed,Request access to file in Outlook,Request access to file in Outlook. This is impacting client communication.,Deployed patch. Issue no longer occurring.
TKT-01253,OneDrive,P1,Closed,Permission denied when access denied,Permission denied when access denied. User reports permission error affecting productivity.,Resolved by updating denied. User confirmed working.
TKT-01254,SharePoint,P3,Closed,two-factor problem preventing access to SharePoint,two-factor problem preventing access to SharePoint. User has tried clearing cache without success.,Resolved expired error. Tested successfully with user.
TKT-01255,Outlook,P1,Closed,dock broken requiring support,dock broken requiring support. User reports laptop malfunction affecting productivity.,Corrected charger broken. Tested successfully with user.
TKT-01256,PowerBI,P2,Closed,PowerBI unavailable due to timeout problem,PowerBI unavailable due to timeout problem. This is impacting team collaboration.,Applied update. Issue no longer occurring.
TKT-01257,PowerBI,P1,Closed,Cannot forward delegate in PowerBI,Cannot forward delegate in PowerBI. User reports appointment loading affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-01258,Email,P3,Closed,Email unavailable due to firewall problem,Email unavailable due to firewall problem. User has tried clearing cache without success.,Resolved latency blocked. Tested successfully with user.
TKT-01259,Teams,P3,Closed,Request access to collaborate in Teams,Request access to collaborate in Teams. This is impacting client communication.,Applied update. Issue no longer occurring.
TKT-01260,Outlook,P4,Closed,Need guide on how to create in Outlook,Need guide on how to create in Outlook. This is impacting daily workflow.,Implemented update. Issue no longer occurring.
TKT-01261,PowerBI,P3,Closed,device not functioning properly,device not functioning properly. This is impacting project deadlines.,Fixed keyboard damaged. Tested successfully with user.
TKT-01262,Excel,P2,Closed,hardware failure requiring support,hardware failure requiring support. User reports display failure affecting productivity.,Resolved printer broken. Tested successfully with user.
TKT-01263,SharePoint,P1,Closed,Need help with account error,Need help with account error. User reports account issue affecting productivity.,Corrected expired failure. Tested successfully with user.
TKT-01264,Teams,P2,Closed,Cannot send email in Teams,Cannot send email in Teams. User has tried clearing cache without success.,Resolved by updating email. User confirmed fixed.
TKT-01265,SharePoint,P4,Closed,Request access to file in SharePoint,Request access to file in SharePoint. Error occurs when attempting to upload. download also affected.,Resolved download missing. Tested successfully with user.
TKT-01266,Excel,P4,Closed,hardware broken preventing work,hardware broken preventing work. User reports monitor defective affecting productivity.,Resolved by reinstalling hardware. User confirmed resolved.
TKT-01267,Teams,P2,Closed,Need assistance with meeting receive,Need assistance with meeting receive. User reports delegate loading affecting productivity.,Applied fix. Issue no longer occurring.
TKT-01268,Email,P1,Closed,Experiencing slow performance with Email,Experiencing slow performance with Email. User reports slow behavior affecting productivity.,Resolved by updating slow. User confirmed working.
TKT-01269,SharePoint,P3,Closed,Issue with appointment synchronization,Issue with appointment synchronization. User has tried restarting without success.,Applied update. Issue no longer occurring.
TKT-01270,Outlook,P2,Closed,Need replacement dock,Need replacement dock. Error occurs when attempting to responding. hardware and laptop also affected.,Applied configuration change. Issue no longer occurring.
TKT-01271,OneDrive,P3,Closed,download error when trying to share,download error when trying to share. User reports share denied affecting productivity.,Escalated to specialist team. Resolution: collaborate replaced.
TKT-01272,Smartsheet,P1,Closed,Need to install install for Smartsheet,Need to install install for Smartsheet. Error occurs when attempting to activate. update and activation also affected.,Corrected software compatibility. Tested successfully with user.
TKT-01273,Excel,P2,Closed,monitor defective preventing work,monitor defective preventing work. Error occurs when attempting to charging. mouse and dock also affected.,Fixed monitor defective. Tested successfully with user.
TKT-01274,Outlook,P1,Closed,sync error when trying to access,sync error when trying to access. This is impacting project deadlines.,Corrected document corrupted. Tested successfully with user.
TKT-01275,Teams,P4,Closed,Need replacement keyboard,Need replacement keyboard. This is impacting team collaboration.,Deployed configuration change. Issue no longer occurring.
TKT-01276,PowerBI,P1,Closed,Permission denied when delete document,Permission denied when delete document. This is impacting daily workflow.,Resolved by resetting document. User confirmed fixed.
TKT-01277,Teams,P2,Closed,Application delay during normal use,Application delay during normal use. User has tried updating without success.,Corrected timeout performance. Tested successfully with user.
TKT-01278,SharePoint,P3,Closed,User unable to unlock due to expired account,User unable to unlock due to expired account. User reports authentication expired affecting productivity.,Applied update. Issue no longer occurring.
TKT-01279,Outlook,P1,Closed,Outlook delay when typing,Outlook delay when typing. User has tried updating without success.,Corrected crash problem. Tested successfully with user.
TKT-01280,Email,P2,Closed,Experiencing loading issue with Email,Experiencing loading issue with Email. Error occurs when attempting to loading. delay and timeout also affected.,Deployed update. Issue no longer occurring.
TKT-01281,Outlook,P3,Closed,Issue with receive display,Issue with receive display. User reports out-of-office loading affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-01282,Email,P4,Closed,Need replacement hardware,Need replacement hardware. User has tried reinstalling without success.,Deployed update. Issue no longer occurring.
TKT-01283,Teams,P3,Closed,Teams unresponsive when searching,Teams unresponsive when searching. User has tried restarting without success.,Corrected unresponsive performance. Tested successfully with user.
TKT-01284,OneDrive,P2,Closed,credential failure preventing access to OneDrive,credential failure preventing access to OneDrive. This is impacting client communication.,Resolved authentication problem. Tested successfully with user.
TKT-01285,Outlook,P1,Closed,device not connecting properly,device not connecting properly. This is impacting project deadlines.,Corrected keyboard damaged. Tested successfully with user.
TKT-01286,Email,P3,Closed,Cannot receive delegate in Email,Cannot receive delegate in Email. This is impacting project deadlines.,Resolved meeting synchronization. Tested successfully with user.
TKT-01287,Teams,P3,Closed,Experiencing loading issue with Teams,Experiencing loading issue with Teams. Error occurs when attempting to scrolling. slow and timeout and freeze also affected.,Applied fix. Issue no longer occurring.
TKT-01288,Smartsheet,P4,Closed,Cannot connect due to connection timeout,Cannot connect due to connection timeout. User reports connection unstable affecting productivity.,Escalated to vendor support. Resolution: connectivity reconfigured.
TKT-01289,SharePoint,P3,Closed,chart missing in SharePoint,chart missing in SharePoint. Error occurs when attempting to generate. visualization and analytics also affected.,Resolved by reinstalling chart. User confirmed resolved.
TKT-01290,PowerBI,P1,Closed,Need help with account failure,Need help with account failure. User reports locked issue affecting productivity.,Resolved by resetting account. User confirmed resolved.
TKT-01291,Teams,P3,Closed,meeting not access properly,meeting not access properly. User reports appointment delivery affecting productivity.,Applied update. Issue no longer occurring.
TKT-01292,SharePoint,P3,Closed,Cannot sync inbox in SharePoint,Cannot sync inbox in SharePoint. User reports appointment loading affecting productivity.,Corrected receive delivery. Tested successfully with user.
TKT-01293,Excel,P4,Closed,Permission denied when download file,Permission denied when download file. This is impacting project deadlines.,Implemented update. Issue no longer occurring.
TKT-01294,PowerBI,P4,Closed,Permission denied when edit file,Permission denied when edit file. User has tried updating without success.,Resolved permission missing. Tested successfully with user.
TKT-01295,Smartsheet,P4,Closed,Cannot access calendar in Smartsheet,Cannot access calendar in Smartsheet. User has tried clearing cache without success.,Escalated to vendor support. Resolution: receive replaced.
TKT-01296,Email,P3,Closed,Need help generate dataset,Need help generate dataset. User reports dashboard outdated affecting productivity.,Corrected data missing. Tested successfully with user.
TKT-01297,Teams,P3,Closed,Need help with account locked,Need help with account locked. Error occurs when attempting to access. unlock and locked also affected.,Resolved authentication error. Tested successfully with user.
TKT-01298,OneDrive,P3,Closed,Experiencing loading problem with OneDrive,Experiencing loading problem with OneDrive. User has tried clearing cache without success.,Escalated to specialist team. Resolution: delay replaced.
TKT-01299,PowerBI,P3,Closed,Cannot delete inbox in PowerBI,Cannot delete inbox in PowerBI. User reports delegate permissions affecting productivity.,Resolved by updating inbox. User confirmed resolved.
TKT-01300,Email,P4,Closed,collaborate corrupted when trying to delete,collaborate corrupted when trying to delete. Error occurs when attempting to download. permission also affected.,Corrected document error. Tested successfully with user.
TKT-01301,Excel,P3,Closed,error during license process,error during license process. Error occurs when attempting to activate. software and version and activation also affected.,Resolved installation problem. Tested successfully with user.
TKT-01302,Email,P1,Closed,data not share correctly,data not share correctly. User reports export error affecting productivity.,Escalated to vendor support. Resolution: analytics reconfigured.
TKT-01303,Excel,P1,Closed,charger broken preventing work,charger broken preventing work. Error occurs when attempting to charging. display and peripheral also affected.,Applied configuration change. Issue no longer occurring.
TKT-01304,Email,P1,Closed,Request access to collaborate in Email,Request access to collaborate in Email. This is impacting team collaboration.,Fixed file corrupted. Tested successfully with user.
TKT-01305,PowerBI,P2,Closed,Request upgrade configure assistance,Request upgrade configure assistance. User reports version issue affecting productivity.,Escalated to specialist team. Resolution: install replaced.
TKT-01306,Smartsheet,P1,Closed,Need assistance with appointment delete,Need assistance with appointment delete. User has tried clearing cache without success.,Deployed fix. Issue no longer occurring.
TKT-01307,SharePoint,P3,Closed,Cannot export data from SharePoint,Cannot export data from SharePoint. User reports visualization incorrect affecting productivity.,Resolved by updating data. User confirmed working.
TKT-01308,OneDrive,P4,Closed,User unable to access due to issue credential,User unable to access due to issue credential. Error occurs when attempting to login. unlock also affected.,Implemented fix. Issue no longer occurring.
TKT-01309,Outlook,P3,Closed,access error when trying to move,access error when trying to move. User reports denied corrupted affecting productivity.,Resolved by resetting access. User confirmed working.
TKT-01310,SharePoint,P2,Closed,Need help with password locked,Need help with password locked. User reports login locked affecting productivity.,Deployed fix. Issue no longer occurring.
TKT-01311,Excel,P3,Closed,Excel delay and behavior,Excel delay and behavior. Error occurs when attempting to loading. performance and lag also affected.,Resolved freeze issue. Tested successfully with user.
TKT-01312,Teams,P1,Closed,Teams not access on iOS,Teams not access on iOS. This is impacting daily workflow.,Escalated to specialist team. Resolution: Android replaced.
TKT-01313,Teams,P1,Closed,download corrupted when trying to upload,download corrupted when trying to upload. User reports file corrupted affecting productivity.,Resolved by resetting download. User confirmed working.
TKT-01314,OneDrive,P2,Closed,Cannot update query from OneDrive,Cannot update query from OneDrive. User reports dashboard incomplete affecting productivity.,Applied fix. Issue no longer occurring.
TKT-01315,Smartsheet,P1,Closed,dashboard outdated in Smartsheet,dashboard outdated in Smartsheet. User has tried clearing cache without success.,Resolved visualization incomplete. Tested successfully with user.
TKT-01316,Teams,P4,Closed,software problem when attempting deploy,software problem when attempting deploy. User reports activation error affecting productivity.,Escalated to tier 2. Resolution: patch reconfigured.
TKT-01317,Email,P4,Closed,Request activation upgrade assistance,Request activation upgrade assistance. This is impacting team collaboration.,Resolved by reinstalling activation. User confirmed resolved.
TKT-01318,OneDrive,P1,Closed,reset failure preventing access to OneDrive,reset failure preventing access to OneDrive. User has tried clearing cache without success.,Implemented configuration change. Issue no longer occurring.
TKT-01319,PowerBI,P4,Closed,Request access to access in PowerBI,Request access to access in PowerBI. Error occurs when attempting to delete. denied and permission also affected.,Implemented patch. Issue no longer occurring.
TKT-01320,Email,P4,Closed,Unable to download share in Email,Unable to download share in Email. Error occurs when attempting to access. download and upload also affected.,Resolved by reconfiguring share. User confirmed working.
TKT-01321,Outlook,P2,Closed,Unable to access collaborate in Outlook,Unable to access collaborate in Outlook. This is impacting team collaboration.,Resolved folder corrupted. Tested successfully with user.
TKT-01322,Email,P4,Closed,software problem when attempting update,software problem when attempting update. Error occurs when attempting to configure. update also affected.,Resolved version issue. Tested successfully with user.
TKT-01323,SharePoint,P2,Closed,Request access to file in SharePoint,Request access to file in SharePoint. User has tried clearing cache without success.,Resolved access error. Tested successfully with user.
TKT-01324,OneDrive,P2,Closed,Issue with meeting loading,Issue with meeting loading. User reports inbox loading affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-01325,Outlook,P2,Closed,access missing when trying to edit,access missing when trying to edit. Error occurs when attempting to download. file and collaborate and share also affected.,Applied configuration change. Issue no longer occurring.
TKT-01326,Smartsheet,P4,Closed,Experiencing timeout issue with Smartsheet,Experiencing timeout issue with Smartsheet. This is impacting team collaboration.,Resolved by resetting timeout. User confirmed fixed.
TKT-01327,Email,P2,Closed,Cannot sync receive in Email,Cannot sync receive in Email. This is impacting client communication.,Escalated to tier 2. Resolution: appointment updated.
TKT-01328,OneDrive,P1,Closed,Need replacement hardware,Need replacement hardware. User has tried clearing cache without success.,Deployed update. Issue no longer occurring.
TKT-01329,Email,P2,Closed,app failure with Email,app failure with Email. User reports offline error affecting productivity.,Escalated to specialist team. Resolution: app reconfigured.
TKT-01330,PowerBI,P2,Closed,Application timeout during normal use,Application timeout during normal use. This is impacting project deadlines.,Deployed fix. Issue no longer occurring.
TKT-01331,Excel,P2,Closed,Intermittent bandwidth failure,Intermittent bandwidth failure. User reports offline blocked affecting productivity.,Resolved by reinstalling bandwidth. User confirmed fixed.
TKT-01332,OneDrive,P2,Closed,Cannot send appointment in OneDrive,Cannot send appointment in OneDrive. User has tried restarting without success.,Resolved by resetting appointment. User confirmed resolved.
TKT-01333,Teams,P4,Closed,receive not forward properly,receive not forward properly. This is impacting client communication.,Resolved by updating receive. User confirmed working.
TKT-01334,Outlook,P1,Closed,peripheral defective requiring support,peripheral defective requiring support. Error occurs when attempting to connecting. hardware and display also affected.,Implemented update. Issue no longer occurring.
TKT-01335,Excel,P4,Closed,Unable to delete file in Excel,Unable to delete file in Excel. Error occurs when attempting to edit. download also affected.,Implemented patch. Issue no longer occurring.
TKT-01336,Email,P3,Closed,Need help export visualization,Need help export visualization. User has tried restarting without success.,Deployed update. Issue no longer occurring.
TKT-01337,Excel,P1,Closed,Cannot connect due to connectivity timeout,Cannot connect due to connectivity timeout. Error occurs when attempting to access. bandwidth and VPN and connection also affected.,Resolved by reconfiguring connectivity. User confirmed fixed.
TKT-01338,Email,P1,Closed,Need to activate application for Email,Need to activate application for Email. Error occurs when attempting to configure. installation and install also affected.,Implemented fix. Issue no longer occurring.
TKT-01339,Outlook,P1,Closed,Cannot install Outlook on mobile device,Cannot install Outlook on mobile device. User has tried reinstalling without success.,Escalated to vendor support. Resolution: phone reconfigured.
TKT-01340,OneDrive,P4,Closed,Need help create chart,Need help create chart. User reports dashboard incomplete affecting productivity.,Resolved by reinstalling chart. User confirmed working.
TKT-01341,SharePoint,P4,Closed,SharePoint timeout when scrolling,SharePoint timeout when scrolling. User has tried updating without success.,Implemented configuration change. Issue no longer occurring.
TKT-01342,Smartsheet,P2,Closed,folder failure when trying to access,folder failure when trying to access. Error occurs when attempting to move. share also affected.,Escalated to vendor support. Resolution: collaborate updated.
TKT-01343,Teams,P4,Closed,User unable to authenticate due to expired MFA,User unable to authenticate due to expired MFA. Error occurs when attempting to reset. password also affected.,Escalated to vendor support. Resolution: two-factor replaced.
TKT-01344,Smartsheet,P3,Closed,Application delay during normal use,Application delay during normal use. Error occurs when attempting to searching. slow also affected.,Deployed fix. Issue no longer occurring.
TKT-01345,Email,P3,Closed,Email unavailable due to latency problem,Email unavailable due to latency problem. User reports disconnect failure affecting productivity.,Resolved latency error. Tested successfully with user.
TKT-01346,OneDrive,P1,Closed,Need assistance with out-of-office forward,Need assistance with out-of-office forward. User reports email loading affecting productivity.,Resolved by updating out-of-office. User confirmed fixed.
TKT-01347,PowerBI,P2,Closed,sync corrupted when trying to access,sync corrupted when trying to access. This is impacting project deadlines.,Deployed patch. Issue no longer occurring.
TKT-01348,OneDrive,P4,Closed,Need assistance with out-of-office delete,Need assistance with out-of-office delete. User reports calendar delivery affecting productivity.,Resolved by updating out-of-office. User confirmed working.
TKT-01349,Email,P2,Closed,Issue with out-of-office permissions,Issue with out-of-office permissions. User has tried clearing cache without success.,Deployed patch. Issue no longer occurring.
TKT-01350,Email,P1,Closed,Permission denied when download upload,Permission denied when download upload. User reports folder missing affecting productivity.,Resolved by resetting upload. User confirmed resolved.
TKT-01351,Teams,P1,Closed,Unable to move file in Teams,Unable to move file in Teams. User reports download corrupted affecting productivity.,Fixed share denied. Tested successfully with user.
TKT-01352,OneDrive,P1,Closed,OneDrive unavailable due to bandwidth problem,OneDrive unavailable due to bandwidth problem. User reports timeout timeout affecting productivity.,Escalated to vendor support. Resolution: connectivity reconfigured.
TKT-01353,PowerBI,P4,Closed,locked error preventing access to PowerBI,locked error preventing access to PowerBI. User has tried reinstalling without success.,Corrected reset locked. Tested successfully with user.
TKT-01354,SharePoint,P3,Closed,Permission denied when edit document,Permission denied when edit document. User reports collaborate missing affecting productivity.,Resolved by resetting document. User confirmed working.
