ticket_id,product,priority,status,short_description,description,closed_notes
TKT-00360,PowerBI,P3,Closed,Need help with two-factor problem,Need help with two-factor problem. Error occurs when attempting to unlock. credential and password also affected.,Corrected two-factor failure. Tested successfully with user.
TKT-00361,Smartsheet,P2,Closed,Cannot send delegate in Smartsheet,Cannot send delegate in Smartsheet. User has tried restarting without success.,Resolved delegate permissions. Tested successfully with user.
TKT-00362,Smartsheet,P4,Closed,Unable to share access in Smartsheet,Unable to share access in Smartsheet. User has tried clearing cache without success.,Implemented fix. Issue no longer occurring.
TKT-00363,Smartsheet,P2,Closed,chart not create correctly,chart not create correctly. Error occurs when attempting to generate. export and dashboard also affected.,Resolved by resetting chart. User confirmed fixed.
TKT-00364,Smartsheet,P1,Closed,Experiencing freeze behavior with Smartsheet,Experiencing freeze behavior with Smartsheet. User has tried restarting without success.,Corrected hang behavior. Tested successfully with user.
TKT-00365,Email,P4,Closed,Permission denied when delete folder,Permission denied when delete folder. This is impacting project deadlines.,Resolved by reinstalling folder. User confirmed resolved.
TKT-00366,Outlook,P4,Closed,Need documentation on how to setup in Outlook,Need documentation on how to setup in Outlook. This is impacting client communication.,Escalated to vendor support. Resolution: help updated.
TKT-00367,OneDrive,P1,Closed,Issue with inbox permissions,Issue with inbox permissions. User has tried reinstalling without success.,Corrected send loading. Tested successfully with user.
TKT-00368,PowerBI,P4,Closed,Need to deploy upgrade for PowerBI,Need to deploy upgrade for PowerBI. User reports installation issue affecting productivity.,Implemented update. Issue no longer occurring.
TKT-00369,Outlook,P1,Closed,failure during installation process,failure during installation process. User has tried reinstalling without success.,Escalated to specialist team. Resolution: install updated.
TKT-00370,SharePoint,P2,Closed,Issue with receive loading,Issue with receive loading. User has tried updating without success.,Resolved by updating receive. User confirmed fixed.
TKT-00371,Teams,P3,Closed,User unable to access due to error login,User unable to access due to error login. User has tried restarting without success.,Resolved by resetting login. User confirmed resolved.
TKT-00372,Teams,P1,Closed,appointment not view properly,appointment not view properly. Error occurs when attempting to forward. delegate and send and inbox also affected.,Escalated to specialist team. Resolution: attachment replaced.
TKT-00373,Excel,P3,Closed,Need help view dataset,Need help view dataset. User has tried reinstalling without success.,Deployed configuration change. Issue no longer occurring.
TKT-00374,OneDrive,P1,Closed,Need help with MFA problem,Need help with MFA problem. User reports two-factor failure affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-00375,Smartsheet,P4,Closed,collaborate corrupted when trying to edit,collaborate corrupted when trying to edit. Error occurs when attempting to move. share and sync also affected.,Escalated to specialist team. Resolution: file replaced.
TKT-00376,OneDrive,P4,Closed,OneDrive timeout when typing,OneDrive timeout when typing. User has tried reinstalling without success.,Deployed configuration change. Issue no longer occurring.
TKT-00377,Smartsheet,P4,Closed,inbox not receive properly,inbox not receive properly. User reports out-of-office permissions affecting productivity.,Resolved by reconfiguring inbox. User confirmed fixed.
TKT-00378,SharePoint,P1,Closed,Experiencing unresponsive issue with SharePoint,Experiencing unresponsive issue with SharePoint. This is impacting project deadlines.,Applied fix. Issue no longer occurring.
TKT-00379,Smartsheet,P1,Closed,Smartsheet freeze when loading,Smartsheet freeze when loading. User has tried reinstalling without success.,Escalated to vendor support. Resolution: slow replaced.
TKT-00380,Email,P4,Closed,Cannot forward inbox in Email,Cannot forward inbox in Email. This is impacting team collaboration.,Resolved by updating inbox. User confirmed resolved.
TKT-00381,OneDrive,P1,Closed,failure during application process,failure during application process. User reports upgrade issue affecting productivity.,Resolved by reinstalling application. User confirmed resolved.
TKT-00382,Outlook,P1,Closed,send not delete properly,send not delete properly. User reports calendar permissions affecting productivity.,Resolved attachment display. Tested successfully with user.
TKT-00383,PowerBI,P1,Closed,Experiencing lag problem with PowerBI,Experiencing lag problem with PowerBI. User reports hang performance affecting productivity.,Applied fix. Issue no longer occurring.
TKT-00384,Excel,P2,Closed,Request to authenticate locked for user account,Request to authenticate locked for user account. User has tried clearing cache without success.,Resolved by resetting locked. User confirmed resolved.
TKT-00385,PowerBI,P1,Closed,unlock failure preventing access to PowerBI,unlock failure preventing access to PowerBI. Error occurs when attempting to access. locked and authentication also affected.,Resolved by reinstalling unlock. User confirmed working.
TKT-00386,Email,P4,Closed,Need to install software for Email,Need to install software for Email. Error occurs when attempting to deploy. install and license also affected.,Corrected installation failure. Tested successfully with user.
TKT-00387,Excel,P3,Closed,Unable to share document in Excel,Unable to share document in Excel. This is impacting client communication.,Corrected folder missing. Tested successfully with user.
TKT-00388,Outlook,P1,Closed,Need assistance with email send,Need assistance with email send. User reports out-of-office loading affecting productivity.,Escalated to specialist team. Resolution: send reconfigured.
TKT-00389,Teams,P3,Closed,Issue with out-of-office loading,Issue with out-of-office loading. Error occurs when attempting to view. send and attachment also affected.,Escalated to specialist team. Resolution: send updated.
TKT-00390,SharePoint,P4,Closed,Need help export data,Need help export data. Error occurs when attempting to update. report and analytics also affected.,Resolved by reconfiguring data. User confirmed fixed.
TKT-00391,Smartsheet,P3,Closed,upgrade failure when attempting install,upgrade failure when attempting install. Error occurs when attempting to install. license also affected.,Resolved by resetting upgrade. User confirmed resolved.
TKT-00392,PowerBI,P3,Closed,Issue with delegate loading,Issue with delegate loading. User reports attachment permissions affecting productivity.,Resolved by updating delegate. User confirmed resolved.
TKT-00393,Email,P3,Closed,analytics incorrect in Email,analytics incorrect in Email. Error occurs when attempting to export. data also affected.,Resolved by reinstalling analytics. User confirmed working.
TKT-00394,OneDrive,P3,Closed,Need assistance with meeting view,Need assistance with meeting view. User has tried clearing cache without success.,Resolved by reconfiguring meeting. User confirmed working.
TKT-00395,Smartsheet,P4,Closed,Request license update assistance,Request license update assistance. User reports application compatibility affecting productivity.,Applied patch. Issue no longer occurring.
TKT-00396,Email,P3,Closed,unlock expired preventing access to Email,unlock expired preventing access to Email. Error occurs when attempting to unlock. login also affected.,Escalated to vendor support. Resolution: authentication reconfigured.
TKT-00397,SharePoint,P1,Closed,Unable to move denied in SharePoint,Unable to move denied in SharePoint. Error occurs when attempting to delete. share and collaborate also affected.,Implemented update. Issue no longer occurring.
TKT-00398,Email,P4,Closed,issue during software process,issue during software process. User reports software problem affecting productivity.,Resolved by reinstalling software. User confirmed working.
TKT-00399,Teams,P2,Closed,Permission denied when upload access,Permission denied when upload access. User has tried clearing cache without success.,Implemented configuration change. Issue no longer occurring.
TKT-00400,Outlook,P2,Closed,Outlook unavailable due to latency problem,Outlook unavailable due to latency problem. This is impacting project deadlines.,Resolved by resetting latency. User confirmed working.
TKT-00401,Smartsheet,P1,Closed,Unable to move sync in Smartsheet,Unable to move sync in Smartsheet. User has tried updating without success.,Escalated to specialist team. Resolution: access replaced.
TKT-00402,OneDrive,P1,Closed,Request to login password for user account,Request to login password for user account. User reports MFA expired affecting productivity.,Resolved locked failure. Tested successfully with user.
TKT-00403,Outlook,P1,Closed,Need help generate report,Need help generate report. This is impacting daily workflow.,Resolved by reconfiguring report. User confirmed resolved.
TKT-00404,Excel,P3,Closed,error during installation process,error during installation process. User has tried restarting without success.,Resolved by resetting installation. User confirmed working.
TKT-00405,PowerBI,P1,Closed,Unable to upload upload in PowerBI,Unable to upload upload in PowerBI. Error occurs when attempting to edit. collaborate and file also affected.,Resolved by resetting upload. User confirmed resolved.
TKT-00406,Outlook,P3,Closed,Need to configure install for Outlook,Need to configure install for Outlook. This is impacting client communication.,Resolved patch issue. Tested successfully with user.
TKT-00407,Teams,P2,Closed,file failure when trying to edit,file failure when trying to edit. This is impacting team collaboration.,Resolved by updating file. User confirmed working.
TKT-00408,Email,P3,Closed,Need help with account failure,Need help with account failure. User reports reset expired affecting productivity.,Escalated to specialist team. Resolution: locked updated.
TKT-00409,Teams,P3,Closed,issue during license process,issue during license process. This is impacting team collaboration.,Fixed patch problem. Tested successfully with user.
TKT-00410,Outlook,P2,Closed,Request to login unlock for user account,Request to login unlock for user account. User reports login failure affecting productivity.,Fixed two-factor expired. Tested successfully with user.
TKT-00411,Outlook,P3,Closed,peripheral damaged requiring support,peripheral damaged requiring support. User has tried clearing cache without success.,Resolved by updating peripheral. User confirmed working.
TKT-00412,Email,P1,Closed,phone problem with Email,phone problem with Email. This is impacting daily workflow.,Resolved cellular failure. Tested successfully with user.
TKT-00413,Teams,P1,Closed,Need assistance with send view,Need assistance with send view. User reports email synchronization affecting productivity.,Resolved appointment delivery. Tested successfully with user.
TKT-00414,SharePoint,P3,Closed,out-of-office not delete properly,out-of-office not delete properly. User has tried reinstalling without success.,Resolved inbox permissions. Tested successfully with user.
TKT-00415,SharePoint,P4,Closed,sync not forward properly,sync not forward properly. This is impacting project deadlines.,Resolved email permissions. Tested successfully with user.
TKT-00416,Teams,P3,Closed,issue during application process,issue during application process. This is impacting project deadlines.,Escalated to tier 2. Resolution: installation replaced.
TKT-00417,SharePoint,P3,Closed,Unable to access folder in SharePoint,Unable to access folder in SharePoint. User has tried reinstalling without success.,Fixed denied missing. Tested successfully with user.
TKT-00418,SharePoint,P3,Closed,Unable to upload upload in SharePoint,Unable to upload upload in SharePoint. User reports download error affecting productivity.,Corrected document denied. Tested successfully with user.
TKT-00419,Excel,P1,Closed,User unable to reset due to issue expired,User unable to reset due to issue expired. Error occurs when attempting to reset. two-factor and MFA and login also affected.,Implemented update. Issue no longer occurring.
TKT-00420,Teams,P3,Closed,Cannot generate dashboard from Teams,Cannot generate dashboard from Teams. Error occurs when attempting to update. filter also affected.,Applied fix. Issue no longer occurring.
TKT-00421,Teams,P1,Closed,Cannot export dashboard from Teams,Cannot export dashboard from Teams. Error occurs when attempting to create. query and refresh also affected.,Implemented update. Issue no longer occurring.
TKT-00422,Email,P3,Closed,permission error when trying to upload,permission error when trying to upload. User has tried clearing cache without success.,Corrected denied corrupted. Tested successfully with user.
TKT-00423,Email,P4,Closed,Cannot forward sync in Email,Cannot forward sync in Email. User has tried reinstalling without success.,Escalated to vendor support. Resolution: delegate replaced.
TKT-00424,Excel,P2,Closed,collaborate missing when trying to download,collaborate missing when trying to download. User reports permission failure affecting productivity.,Escalated to tier 2. Resolution: share updated.
TKT-00425,OneDrive,P1,Closed,OneDrive unavailable due to VPN problem,OneDrive unavailable due to VPN problem. Error occurs when attempting to maintain. timeout also affected.,Corrected latency timeout. Tested successfully with user.
TKT-00426,Outlook,P2,Closed,Permission denied when share sync,Permission denied when share sync. Error occurs when attempting to move. download also affected.,Resolved by resetting sync. User confirmed working.
TKT-00427,Smartsheet,P4,Closed,Request access to file in Smartsheet,Request access to file in Smartsheet. User reports denied failure affecting productivity.,Applied fix. Issue no longer occurring.
TKT-00428,Teams,P4,Closed,Teams slow and issue,Teams slow and issue. User has tried restarting without success.,Escalated to vendor support. Resolution: slow updated.
TKT-00429,Excel,P2,Closed,Unable to move document in Excel,Unable to move document in Excel. Error occurs when attempting to upload. permission and download also affected.,Fixed collaborate missing. Tested successfully with user.
TKT-00430,PowerBI,P4,Closed,Request to unlock login for user account,Request to unlock login for user account. User has tried clearing cache without success.,Resolved by reinstalling login. User confirmed working.
TKT-00431,Email,P2,Closed,Unable to delete permission in Email,Unable to delete permission in Email. User reports share denied affecting productivity.,Escalated to tier 2. Resolution: folder replaced.
TKT-00432,Outlook,P3,Closed,Unable to upload upload in Outlook,Unable to upload upload in Outlook. This is impacting client communication.,Resolved by reinstalling upload. User confirmed fixed.
TKT-00433,Teams,P1,Closed,network timeout affecting Teams access,network timeout affecting Teams access. User has tried clearing cache without success.,Resolved by resetting network. User confirmed fixed.
TKT-00434,Teams,P3,Closed,Teams delay when scrolling,Teams delay when scrolling. This is impacting team collaboration.,Resolved timeout behavior. Tested successfully with user.
TKT-00435,Teams,P2,Closed,Need assistance with sync forward,Need assistance with sync forward. User reports send loading affecting productivity.,Deployed configuration change. Issue no longer occurring.
TKT-00436,SharePoint,P2,Closed,Experiencing unresponsive issue with SharePoint,Experiencing unresponsive issue with SharePoint. User reports lag issue affecting productivity.,Resolved hang issue. Tested successfully with user.
TKT-00437,Smartsheet,P1,Closed,Unable to delete file in Smartsheet,Unable to delete file in Smartsheet. User has tried restarting without success.,Resolved by reinstalling file. User confirmed fixed.
TKT-00438,Teams,P1,Closed,download missing when trying to share,download missing when trying to share. User has tried clearing cache without success.,Resolved by resetting download. User confirmed fixed.
TKT-00439,SharePoint,P3,Closed,Issue with appointment loading,Issue with appointment loading. Error occurs when attempting to access. send also affected.,Resolved by reinstalling appointment. User confirmed fixed.
TKT-00440,Smartsheet,P3,Closed,issue during patch process,issue during patch process. Error occurs when attempting to upgrade. software and version also affected.,Corrected update error. Tested successfully with user.
TKT-00441,OneDrive,P3,Closed,authentication locked preventing access to OneDrive,authentication locked preventing access to OneDrive. User reports login failure affecting productivity.,Corrected reset error. Tested successfully with user.
TKT-00442,Teams,P3,Closed,Permission denied when edit folder,Permission denied when edit folder. User reports document denied affecting productivity.,Escalated to specialist team. Resolution: document replaced.
TKT-00443,SharePoint,P1,Closed,Need help create export,Need help create export. This is impacting team collaboration.,Escalated to specialist team. Resolution: dataset reconfigured.
TKT-00444,Email,P1,Closed,connection unstable affecting Email access,connection unstable affecting Email access. Error occurs when attempting to connect. VPN and network also affected.,Resolved timeout blocked. Tested successfully with user.
TKT-00445,OneDrive,P2,Closed,peripheral damaged requiring support,peripheral damaged requiring support. Error occurs when attempting to responding. hardware and mouse and device also affected.,Corrected laptop failure. Tested successfully with user.
TKT-00446,Excel,P4,Closed,Excel slow and problem,Excel slow and problem. User reports timeout problem affecting productivity.,Deployed configuration change. Issue no longer occurring.
TKT-00447,Email,P2,Closed,error during license process,error during license process. This is impacting daily workflow.,Fixed software issue. Tested successfully with user.
TKT-00448,PowerBI,P4,Closed,password error preventing access to PowerBI,password error preventing access to PowerBI. User reports expired issue affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-00449,Excel,P1,Closed,Intermittent timeout blocked,Intermittent timeout blocked. User has tried clearing cache without success.,Applied update. Issue no longer occurring.
TKT-00450,Outlook,P3,Closed,User unable to login due to expired MFA,User unable to login due to expired MFA. User reports MFA problem affecting productivity.,Resolved by reconfiguring MFA. User confirmed resolved.
TKT-00451,Teams,P1,Closed,Unable to move access in Teams,Unable to move access in Teams. User reports share corrupted affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-00452,PowerBI,P3,Closed,Unable to upload share in PowerBI,Unable to upload share in PowerBI. User has tried updating without success.,Corrected file error. Tested successfully with user.
TKT-00453,Email,P3,Closed,Application delay during normal use,Application delay during normal use. User reports timeout performance affecting productivity.,Escalated to vendor support. Resolution: unresponsive reconfigured.
TKT-00454,PowerBI,P2,Closed,attachment not view properly,attachment not view properly. User reports attachment permissions affecting productivity.,Fixed out-of-office delivery. Tested successfully with user.
TKT-00455,Email,P3,Closed,Request access to file in Email,Request access to file in Email. Error occurs when attempting to delete. share and collaborate also affected.,Fixed file missing. Tested successfully with user.
TKT-00456,Excel,P1,Closed,Excel timeout when typing,Excel timeout when typing. This is impacting team collaboration.,Resolved by updating timeout. User confirmed resolved.
TKT-00457,OneDrive,P1,Closed,User unable to reset due to error account,User unable to reset due to error account. User has tried clearing cache without success.,Resolved by reinstalling account. User confirmed working.
TKT-00458,OneDrive,P4,Closed,User unable to access due to error expired,User unable to access due to error expired. Error occurs when attempting to access. credential and account also affected.,Corrected unlock problem. Tested successfully with user.
TKT-00459,Smartsheet,P1,Closed,credential locked preventing access to Smartsheet,credential locked preventing access to Smartsheet. User has tried clearing cache without success.,Applied update. Issue no longer occurring.
TKT-00460,Email,P1,Closed,dataset not generate correctly,dataset not generate correctly. This is impacting team collaboration.,Escalated to vendor support. Resolution: report reconfigured.
TKT-00461,PowerBI,P3,Closed,Cannot send email in PowerBI,Cannot send email in PowerBI. User reports sync permissions affecting productivity.,Corrected sync delivery. Tested successfully with user.
TKT-00462,PowerBI,P4,Closed,Request learn for PowerBI create,Request learn for PowerBI create. This is impacting daily workflow.,Escalated to tier 2. Resolution: guide updated.
TKT-00463,Teams,P2,Closed,VPN unstable affecting Teams access,VPN unstable affecting Teams access. This is impacting team collaboration.,Escalated to vendor support. Resolution: offline updated.
TKT-00464,SharePoint,P4,Closed,Unable to download file in SharePoint,Unable to download file in SharePoint. User reports download corrupted affecting productivity.,Resolved by updating file. User confirmed resolved.
TKT-00465,Outlook,P4,Closed,Request to authenticate login for user account,Request to authenticate login for user account. User has tried restarting without success.,Escalated to tier 2. Resolution: password updated.
TKT-00466,OneDrive,P4,Closed,User unable to authenticate due to locked authentication,User unable to authenticate due to locked authentication. Error occurs when attempting to login. unlock and credential also affected.,Escalated to specialist team. Resolution: authentication replaced.
TKT-00467,Teams,P4,Closed,Request to access expired for user account,Request to access expired for user account. User has tried updating without success.,Escalated to vendor support. Resolution: locked replaced.
TKT-00468,Outlook,P2,Closed,Issue with sync loading,Issue with sync loading. This is impacting daily workflow.,Escalated to vendor support. Resolution: email updated.
TKT-00469,Excel,P2,Closed,Excel performance and behavior,Excel performance and behavior. User has tried updating without success.,Escalated to vendor support. Resolution: unresponsive reconfigured.
TKT-00470,OneDrive,P4,Closed,Need to configure version for OneDrive,Need to configure version for OneDrive. This is impacting project deadlines.,Escalated to specialist team. Resolution: license replaced.
TKT-00471,Smartsheet,P3,Closed,Need help with MFA expired,Need help with MFA expired. User has tried restarting without success.,Deployed configuration change. Issue no longer occurring.
TKT-00472,Teams,P1,Closed,password error preventing access to Teams,password error preventing access to Teams. This is impacting project deadlines.,Escalated to vendor support. Resolution: login replaced.
TKT-00473,SharePoint,P4,Closed,share missing when trying to download,share missing when trying to download. Error occurs when attempting to share. access and collaborate also affected.,Fixed access corrupted. Tested successfully with user.
TKT-00474,Excel,P2,Closed,folder failure when trying to delete,folder failure when trying to delete. User has tried restarting without success.,Deployed configuration change. Issue no longer occurring.
TKT-00475,Excel,P3,Closed,Permission denied when edit permission,Permission denied when edit permission. Error occurs when attempting to move.  also affected.,Implemented patch. Issue no longer occurring.
TKT-00476,PowerBI,P3,Closed,filter not export correctly,filter not export correctly. This is impacting daily workflow.,Corrected filter incomplete. Tested successfully with user.
TKT-00477,Teams,P4,Closed,Unable to access download in Teams,Unable to access download in Teams. User has tried updating without success.,Deployed configuration change. Issue no longer occurring.
TKT-00478,Excel,P1,Closed,Permission denied when upload permission,Permission denied when upload permission. User has tried clearing cache without success.,Escalated to specialist team. Resolution: collaborate replaced.
TKT-00479,SharePoint,P1,Closed,Permission denied when download document,Permission denied when download document. Error occurs when attempting to move. access also affected.,Resolved by updating document. User confirmed working.
TKT-00480,Outlook,P4,Closed,Request to authenticate locked for user account,Request to authenticate locked for user account. Error occurs when attempting to unlock. credential and reset also affected.,Resolved by updating locked. User confirmed working.
TKT-00481,Outlook,P3,Closed,Cannot delete attachment in Outlook,Cannot delete attachment in Outlook. User reports email synchronization affecting productivity.,Deployed patch. Issue no longer occurring.
TKT-00482,OneDrive,P4,Closed,Experiencing delay performance with OneDrive,Experiencing delay performance with OneDrive. User has tried clearing cache without success.,Applied update. Issue no longer occurring.
TKT-00483,Teams,P3,Closed,Request to access two-factor for user account,Request to access two-factor for user account. This is impacting daily workflow.,Corrected unlock error. Tested successfully with user.
TKT-00484,Outlook,P2,Closed,Request access to collaborate in Outlook,Request access to collaborate in Outlook. Error occurs when attempting to move. denied and file also affected.,Applied fix. Issue no longer occurring.
TKT-00485,Excel,P4,Closed,Excel unavailable due to connectivity problem,Excel unavailable due to connectivity problem. This is impacting team collaboration.,Escalated to specialist team. Resolution: connectivity reconfigured.
TKT-00486,Teams,P3,Closed,Request access to permission in Teams,Request access to permission in Teams. User has tried restarting without success.,Corrected sync denied. Tested successfully with user.
TKT-00487,Outlook,P1,Closed,Request access to folder in Outlook,Request access to folder in Outlook. This is impacting team collaboration.,Fixed download denied. Tested successfully with user.
TKT-00488,OneDrive,P2,Closed,Issue with meeting permissions,Issue with meeting permissions. Error occurs when attempting to send. out-of-office and email also affected.,Deployed configuration change. Issue no longer occurring.
TKT-00489,Outlook,P3,Closed,Need to upgrade application for Outlook,Need to upgrade application for Outlook. User reports version failure affecting productivity.,Escalated to vendor support. Resolution: license reconfigured.
TKT-00490,Email,P1,Closed,Unable to share upload in Email,Unable to share upload in Email. User has tried reinstalling without success.,Implemented patch. Issue no longer occurring.
TKT-00491,PowerBI,P3,Closed,Seeking learn for new PowerBI feature,Seeking learn for new PowerBI feature. Error occurs when attempting to use. configure also affected.,Applied fix. Issue no longer occurring.
TKT-00492,Email,P4,Closed,failure during activation process,failure during activation process. This is impacting client communication.,Fixed update error. Tested successfully with user.
TKT-00493,OneDrive,P2,Closed,denied missing when trying to delete,denied missing when trying to delete. Error occurs when attempting to download. folder and access also affected.,Escalated to tier 2. Resolution: permission replaced.
TKT-00494,Email,P2,Closed,Email crash and issue,Email crash and issue. This is impacting client communication.,Resolved by updating crash. User confirmed working.
TKT-00495,Email,P2,Closed,sync not access properly,sync not access properly. User has tried reinstalling without success.,Implemented configuration change. Issue no longer occurring.
TKT-00496,Teams,P1,Closed,Request version deploy assistance,Request version deploy assistance. User reports version error affecting productivity.,Resolved by resetting version. User confirmed working.
TKT-00497,OneDrive,P4,Closed,Need to activate license for OneDrive,Need to activate license for OneDrive. User reports license error affecting productivity.,Fixed update error. Tested successfully with user.
TKT-00498,OneDrive,P2,Closed,sync failure when trying to share,sync failure when trying to share. User has tried reinstalling without success.,Fixed folder corrupted. Tested successfully with user.
TKT-00499,Smartsheet,P2,Closed,Need help share export,Need help share export. User has tried restarting without success.,Deployed patch. Issue no longer occurring.
TKT-00500,PowerBI,P2,Closed,bandwidth failure affecting PowerBI access,bandwidth failure affecting PowerBI access. This is impacting team collaboration.,Escalated to tier 2. Resolution: latency updated.
